"rank","persona_id","role","role_label","work_setting","life_stage","time_pressure","personal_priority","primary_goal","completed_first_value","wow_moment","love_score","use_again_score","family_time_back_resonance_score","outcome_tier","primary_pain_point"
"2581","DEMO-TEST-SL-5000-TECH-0462","tech","Service Tech","multi-tech service company","sandwich caregiver","elder-care responsibility","teach the next person faster","save visit proof","true","false","62.7","66.3","79.3","weak_payoff","dynamic workflow state needs stronger screen-reader announcements"
"2582","DEMO-TEST-SL-5000-TECH-0335","tech","Service Tech","multi-tech service company","late career or empty nest","school or daycare pickup","feel confident without calling a boss","save visit proof","false","false","62.7","66.2","74.4","failed_first_value","too many tools remain visible after role choice"
"2583","DEMO-TEST-SL-5000-TECH-0436","tech","Service Tech","solo residential route","raising young children","unpredictable on-call schedule","feel confident without calling a boss","avoid a wrong part order","false","false","62.7","66.1","79.3","failed_first_value","service-tech start favors code lookup over the PartSnap fork"
"2584","DEMO-TEST-SL-5000-TECH-0128","tech","Service Tech","repair-only specialist","late career or empty nest","school or daycare pickup","feel confident without calling a boss","avoid a wrong part order","false","false","62.7","65.9","74.4","failed_first_value","service-tech start favors code lookup over the PartSnap fork"
"2585","DEMO-TEST-SL-5000-TECH-0344","tech","Service Tech","multi-tech service company","early career","second job or side work","feel confident without calling a boss","prepare a senior-tech packet","false","false","62.7","65","74.6","failed_first_value","too many tools remain visible after role choice"
"2586","DEMO-TEST-SL-5000-FACILITY-0040","facility","Facility / CPO","municipal or school facility","early career","elder-care responsibility","feel confident without calling a boss","run a daily pool check","false","false","62.7","64.6","74.6","failed_first_value","facility completion packet needs richer evidence capture"
"2587","DEMO-TEST-SL-5000-TECH-0632","tech","Service Tech","multi-tech service company","sandwich caregiver","unpredictable on-call schedule","teach the next person faster","avoid a wrong part order","false","false","62.7","64.2","79.6","failed_first_value","service-tech start favors code lookup over the PartSnap fork"
"2588","DEMO-TEST-SL-5000-COUNTER-0460","counter","Counter / Distributor","service-company stock room","raising young children","elder-care responsibility","get home for dinner","reduce a wrong counter sale","false","false","62.7","64.1","84.5","failed_first_value","proof packet value is invisible before the first successful scan"
"2589","DEMO-TEST-SL-5000-FACILITY-0034","facility","Facility / CPO","apartment or HOA pool","raising young children","protect dinner at home","protect customer or facility trust","record equipment proof","false","false","62.7","63.8","75.7","failed_first_value","facility completion packet needs richer evidence capture"
"2590","DEMO-TEST-SL-5000-TECH-0664","tech","Service Tech","commercial pool route","sandwich caregiver","school or daycare pickup","get home for dinner","calculate a field dose","true","false","62.7","63.3","84.6","weak_payoff","language or visual-step preference is absent from first use"
"2591","DEMO-TEST-SL-5000-COUNTER-0339","counter","Counter / Distributor","manufacturer support desk","raising young children","protect dinner at home","protect customer or facility trust","reduce a wrong counter sale","false","false","62.7","61","76.1","failed_first_value","proof packet value is invisible before the first successful scan"
"2592","DEMO-TEST-SL-5000-TRAINER-0379","trainer","Trainer","manufacturer training","raising young children","second job or side work","feel confident without calling a boss","practice escalation questions","true","true","62.6","69.5","86.7","weak_payoff","training value is hidden until after a PartSnap result"
"2593","DEMO-TEST-SL-5000-TECH-0997","tech","Service Tech","multi-tech service company","early career","protect dinner at home","avoid a weekend callback","calculate a field dose","false","false","62.6","66.3","75.4","failed_first_value","too many tools remain visible after role choice"
"2594","DEMO-TEST-SL-5000-FACILITY-0772","facility","Facility / CPO","hotel or resort","established family","protect dinner at home","protect customer or facility trust","document a dose","false","false","62.6","66.1","70.4","failed_first_value","facility completion packet needs richer evidence capture"
"2595","DEMO-TEST-SL-5000-TECH-0964","tech","Service Tech","multi-tech service company","established family","second job or side work","protect customer or facility trust","save visit proof","false","false","62.6","66","74.4","failed_first_value","too many tools remain visible after role choice"
"2596","DEMO-TEST-SL-5000-FACILITY-0594","facility","Facility / CPO","swim school","early career","protect dinner at home","teach the next person faster","document a dose","true","false","62.6","66","70.5","weak_payoff","facility completion packet needs richer evidence capture"
"2597","DEMO-TEST-SL-5000-COUNTER-0819","counter","Counter / Distributor","service-company stock room","sandwich caregiver","second job or side work","teach the next person faster","compare possible part families","false","false","62.6","64.8","79.4","failed_first_value","proof packet value is invisible before the first successful scan"
"2598","DEMO-TEST-SL-5000-COUNTER-0153","counter","Counter / Distributor","regional distributor counter","early career","school or daycare pickup","get home for dinner","send a vendor packet","false","false","62.6","64.2","79.5","failed_first_value","proof packet value is invisible before the first successful scan"
"2599","DEMO-TEST-SL-5000-FACILITY-0208","facility","Facility / CPO","apartment or HOA pool","established family","unpredictable on-call schedule","feel confident without calling a boss","record equipment proof","false","false","62.6","63.7","74.8","failed_first_value","facility completion packet needs richer evidence capture"
"2600","DEMO-TEST-SL-5000-TECH-0912","tech","Service Tech","solo residential route","raising young children","unpredictable on-call schedule","get home for dinner","save visit proof","false","false","62.6","63.3","84.6","failed_first_value","too many tools remain visible after role choice"
"2601","DEMO-TEST-SL-5000-TECH-0169","tech","Service Tech","warranty service route","established family","protect dinner at home","teach the next person faster","avoid a wrong part order","true","false","62.6","61.9","71.1","weak_payoff","service-tech start favors code lookup over the PartSnap fork"
"2602","DEMO-TEST-SL-5000-HOMEOWNER-0095","homeowner","Homeowner","HOA board volunteer","raising young children","school or daycare pickup","teach the next person faster","estimate pool volume","false","false","62.6","60","80.1","failed_first_value","technical navigation remains too broad for homeowner mode"
"2603","DEMO-TEST-SL-5000-TRAINER-0389","trainer","Trainer","trade-school lab","early career","second job or side work","teach the next person faster","run a five-minute field lesson","true","true","62.5","72.9","81.3","weak_payoff","training value is hidden until after a PartSnap result"
"2604","DEMO-TEST-SL-5000-FACILITY-0493","facility","Facility / CPO","apartment or HOA pool","established family","second job or side work","protect customer or facility trust","run a daily pool check","false","false","62.5","67.6","74.1","failed_first_value","facility completion packet needs richer evidence capture"
"2605","DEMO-TEST-SL-5000-TECH-0548","tech","Service Tech","solo residential route","raising young children","elder-care responsibility","feel confident without calling a boss","identify an equipment code","true","false","62.5","67.5","79","weak_payoff","language or visual-step preference is absent from first use"
